Y;X
-78.17222834;56.5615404
28.9131484;40.57934804
34.55201488;113.2093073
54.03554623;18.59594393
-22.80290502;-53.45799129
-20.93587508;126.1318118
-89.12874966;23.85592536
61.59035366;58.00396336
36.03056008;-85.72871591
38.89508268;83.50844669
-79.07653645;40.06203141
29.1716554;2.663463908
45.29911095;25.20142469
19.90281026;100.6329978
-73.89697396;132.8645022
71.05201597;-116.8451112
38.79638303;29.13484982
-24.74729062;-64.35015934
59.02574646;141.8446645
12.40162858;32.36705461
-75.11430514;70.37199482
59.52191197;96.75752353
-76.52484443;-141.4485169
-17.91129087;36.86480806
30.93990046;-102.18036
62.9606543;110.2071767
-84.15438889;149.9879323
61.91419665;8.717777485
48.31384247;43.98414179
-87.59527206;-172.9396456
27.53915629;54.90648052
-81.58354392;-134.4326518
24.84775592;77.91548932
-72.14362043;146.5268409
-73.9006966;48.02380339
-20.53779396;135.3543485
-89.96360045;138.835837
-89.87433874;-143.6036966
-89.04058504;149.6818286
74.53651013;-113.9254544
-0.744434792;-71.57832891
5.533011822;39.88887318
23.04411716;86.96671288
-84.24842609;-103.4647725
56.46105783;76.94223183
-76.84628123;-93.92693679
65.15947902;-132.0359494
60.65786436;80.97898919
59.59890128;66.79525018
22.72339903;22.22818166
-21.81972041;147.2999121
-23.74448044;21.5839346
43.55870774;133.0862295
68.63891269;161.4171258
-29.50700013;-52.76476814
-76.66898533;23.08361808
49.29243431;106.5307644
-5.461481649;-79.93671408
37.43011805;60.2767666
66.56506952;-124.1321289
-9.504269927;-39.66331066
48.7959553;137.6498128
-73.20613357;142.0369223
69.05468396;65.46723551
-88.79366155;144.707122
34.06944867;108.5103677
-21.45444047;-48.47089934
-73.16853924;150.4197276
45.32176542;75.21045134
-82.10717758;-140.7675692
-79.71709988;-21.71998751
-71.69993612;-8.038448486
51.32567223;-94.45581661
37.13355127;44.11877155
71.77291876;114.0311111
-68.63361407;122.6754582
-7.095576863;106.5451872
49.80433831;1.362584282
-83.86312001;93.30056106
-16.47258384;134.7723787
51.23435425;127.847336
-15.79217506;-54.97269862
52.77646134;41.63355416
70.4073086;122.2192275
76.25511255;-91.87789514
-15.15457822;-59.92600618
-21.47074878;139.8174487
72.42298556;-100.3498365
-87.42214571;18.31248824
-80.53133313;-125.7939682
-11.15463459;15.61615169
-29.51242183;127.8277957
46.67315164;-99.96525217
60.26696288;-120.6964715
63.12973324;70.46988263
-82.12289181;-111.6194828
64.67457197;163.9802814
78.44223424;-22.17127138
-86.35199025;7.619477181
29.74164874;81.50018731
61.54968875;-99.42626
43.91202666;-87.98224067
-13.09181302;143.3088793
59.48463111;152.7645198
63.95837788;31.01355836
6.223438244;-67.29860501
46.18042396;11.34606452
66.90070391;115.5984092
59.11536614;-103.6898898
-4.519663385;20.92200644
50.06846961;49.93443203
54.37551681;72.38339113
66.07556956;-176.8253031
56.95840797;126.3579784
-87.54480001;-40.50254952
52.72972147;30.86243181
10.9582997;38.14621705
7.448516953;14.19200253
22.82114727;30.842406
-21.62897006;131.383993
70.7327416;-74.09531731
-80.17569455;122.5605031
55.81846148;88.47676775
70.37855417;-154.3202435
56.99516813;-67.64657174
26.88136077;66.79550696
50.55984427;8.929824352
64.10354533;76.85545474
-32.96648921;139.247733
65.47118479;-162.4443615
44.31389829;-80.02643943
-85.46232161;106.1518447
31.54556415;-97.72948318
37.99810357;115.661754
-82.49451595;103.3158554
-76.76490221;-26.86211744
68.53306424;166.2013537
67.65123735;-128.5379903
7.90263865;-3.205803712
-89.15712649;47.91404948
-5.944422751;-36.07648232
-25.56726417;122.8586027
-73.93300177;27.96650052
61.19860598;-152.1546531
-77.46730596;-9.139302888
73.89373522;-39.58300613
64.56586189;-71.97574493
-77.31594239;112.1680857
71.99715453;87.51925734
-67.2558795;143.9964995
16.63802923;36.13951086
64.47695262;-89.38420654
66.3396081;174.993113
28.44425192;48.0391866
50.24814462;16.87400924
-73.025488;3.596728239
-88.48443531;-19.61354868
-80.44043182;-79.91371729
-75.4231021;-99.58544749
27.25371537;-5.182027848
-80.62152847;-106.3973425
-77.21294856;35.77753816
-38.25301591;-60.0512493
31.49049832;-6.498680524
40.48990336;112.2138943
-82.24856945;58.63412084
74.16652864;92.54556699
-33.72890447;148.9527639
-74.89734322;-123.7083977
52.91068071;123.0202716
30.61900395;36.68105803
47.08092001;126.7799819
-20.58027585;-68.44334705
-11.15042417;-56.38272569
-72.33630104;44.06888503
45.54023965;16.14810107
-81.72731589;132.5539052
46.5728789;-70.50365716
12.8913649;-14.49092109
37.30155066;127.751185
-70.74108332;101.4087785
65.07085469;142.5052576
58.84314162;113.8347907
-86.63900268;98.0262138
-81.67477903;-97.64680443
62.31939702;138.4090198
-89.32169605;69.03570439
6.624683037;7.441871803
45.81382367;58.44925269
49.46169607;71.31233715
68.37153661;-40.38619231
-89.53561978;160.9598921
52.03192553;-66.07344861
-86.55381011;132.1444532
75.04440298;102.6456211
-87.21967356;178.0050573
-89.53289623;-116.2343243
-86.90648192;51.98754285
26.76807024;111.7311822
-89.73279501;-123.858424
27.7203918;100.0367984
-81.23150622;45.48078664
46.02890605;116.5604658
-28.70671296;151.0820843
62.82537003;-112.4273775
10.72445823;106.0458189
-85.07612999;28.56044308
-23.22446357;35.03828855
79.5096845;-40.53907836
34.91058912;-111.3952089
57.78397157;35.45167007
59.59181711;134.990212
-76.99237688;-89.48670389
45.27794707;39.98722852
-33.43678061;-68.62844613
40.61685893;-104.359131
-83.31269675;-152.0758418
-32.36629365;122.9055403
18.77292611;45.79933541
69.16478061;-104.7822388
53.35494647;-57.12720063
-23.15232107;14.77122356
-0.004176076;-54.1385356
-85.42752376;115.0542367
1.322016908;9.824704798
8.879595596;3.241363305
37.49313474;77.73433093
40.07247841;-112.244763
35.27581311;-120.1711756
65.79724429;-63.67788717
-89.52077972;-107.4702506
33.82658916;-1.848273191
59.77121541;54.14311409
-88.7134092;111.0645658
36.34203858;53.62240228
71.45313911;79.2604716
-83.94793133;-116.5858372
10.06039295;18.80934651
-75.6504015;-79.11434032
-75.56085946;-69.72576376
4.640645093;117.6353268
13.53904682;-3.632461206
11.95227935;26.59109144
8.708265223;-80.68191338
-15.47092955;-39.97098895
-12.20504169;-73.69445226
13.88709101;0.882361748
-83.64382371;-11.26260019
-83.09286088;84.24585231
-69.76310958;130.4842805
80.30821015;-32.71681609
31.80150448;-86.48288582
64.69901938;119.5811536
-9.284989091;39.59597611
-8.609314227;31.56931183
-12.74328457;34.01252981
-83.47837739;15.28914607
75.7514862;-47.10350659
49.71725187;98.45153499
-78.06666626;-111.514541
63.24554587;-95.37288593
38.40343505;96.83961896
61.0211168;-126.3158558
-86.75807561;-74.90780401
-67.34353538;117.5486023
59.81429135;145.8612252
82.54366509;-47.27244291
-5.01325914;-61.61607274
30.89992776;58.09024882
61.82414335;-75.21971544
82.49064303;-28.48523081
58.90079111;12.99917526
68.19371135;-29.74328453
68.33991446;-82.05323816
8.525113519;-61.11565022
-53.58418095;-73.81965077
-59.02464271;-26.54968629
70.39452705;83.21335301
-0.345170539;122.1166071
22.42905989;-89.67767137
60.87639447;-42.71916747
76.68867054;-89.93577048
-51.81490363;-75.00379509
75.39354293;82.20757921
73.15405753;119.8853771
-74.77722675;163.7735921
-2.095602581;41.05794929
55.30343459;-133.6117361
81.19220386;90.02358242
56.50151044;-154.5731893
12.45442576;122.5348016
-62.97600874;-62.55375662
8.208853081;117.3305766
49.58582097;-54.81618912
22.62801127;-73.89741475
66.63613461;70.04640996
22.06475042;-77.89775689
-70.15061428;0.956433527
-63.06538735;-56.24861842
-8.608589493;143.4702726
60.78443249;-78.3333587
54.94793215;10.80631253
20.53564229;-86.86099126
-50.72860986;166.1880029
48.58351696;-123.1255966
-44.73520037;-73.75472516
57.16236742;-170.2889501
69.41944808;-90.27559848
70.66279939;-100.4841485
80.04874389;51.11322545
70.99562464;26.00399904
76.71732268;-113.7409323
73.53599162;75.58721329
67.45235461;-107.8890114
37.81603737;124.6987505
-12.09548771;134.8817467
55.42187236;8.396661673
57.19205928;-76.69985414
41.43329354;-70.89088826
60.72320454;-47.99246948
66.07290591;-85.00802484
28.50993588;-80.65297716
22.80194454;90.54903603
51.93437061;-128.4771101
34.88190382;128.582892
80.32983315;55.29148311
-76.67957317;-148.6986444
82.07790728;-52.15899044
18.32116207;-64.78263986
-51.85902986;-61.25265311
-83.03427646;-170.5714129
80.11421402;-19.27894531
77.57935849;-85.21852992
81.58186098;61.9097763
-72.95105072;-89.64342261
61.89967128;-93.21018208
-47.95068847;-75.11457971
74.19912858;140.56092
-1.654345907;135.962656
37.7568749;-25.29353886
55.01809489;137.5613064
-0.773856054;127.7645232
74.3586952;113.2929977
77.40932878;-104.9176751
63.43648972;-76.8803106
-64.16678245;-62.48654721
-54.30065532;-36.61004712
69.67840515;18.65457625
58.96553299;164.2431185
56.50980948;-133.2255238
54.47602956;13.52420604
-69.49896097;-72.79505792
80.79602396;54.4825634
-21.18185387;55.45524026
50.30900609;155.5377241
73.18918766;70.02793478
71.25067294;179.3901462
44.77577006;147.4510629
-65.48397699;100.598287
-2.117556767;105.4469151
-74.39979657;-131.4984346
21.02152767;-73.45440703
36.28677598;27.9993043
-7.192018599;112.9733898
67.96681792;-86.40501598
75.06688023;-18.47985152
79.85992969;-18.61006773
57.84296228;18.86257852
-69.31070607;-62.40367997
-67.48494485;-68.15141019
33.28321386;126.640679
69.32328043;48.89260276
-72.64814853;-90.8788357
-7.515682284;131.3777149
69.8208561;169.1735326
-70.44903413;-2.77259245
57.90866276;-6.719988537
0.98736151;97.80922243
-74.61472876;-127.4539151
69.0523203;-78.71711216
-39.87113765;144.0697991
9.888914444;125.6897311
-9.658766858;150.8679841
0.99403382;102.339564
-81.43100362;-162.3469927
59.99949935;-1.209395378
-79.34083907;-34.32703097
73.90961808;-98.75206433
-35.85072051;137.8271593
36.99098066;14.46300291
18.37134645;-67.08594725
8.476406478;117.2955621
-73.79049758;-122.8067021
-71.531134;-68.96267062
-80.7495896;-62.73212083
8.586657106;80.47461482
77.58796445;22.42475066
-72.31864155;-95.54710458
57.21464627;-153.9774966
-79.64102014;-159.2657381
-10.11021838;124.0584904
-21.64046245;165.9227118
10.80243025;121.9870211
55.4540529;11.52415435
48.66267912;-124.5683858
38.93812681;8.705786582
57.94600051;-135.3328681
75.0080385;148.3203425
73.29091744;-76.79383143
50.68559278;-128.0483352
67.72297557;-76.74113115
78.3310176;-97.91312333
19.59350182;110.4055307
-8.049571577;159.1407659
35.07781029;33.17694179
24.5854106;121.5925978
46.40419506;-63.03553936
-5.287193539;154.5896442
0.504310793;128.373843
77.4065923;-111.9045595
-72.19137254;-100.5181321
80.63273232;50.86518164
-5.773389493;150.3314723
73.58662832;141.9166385
-77.55892606;167.8838278
-71.81435139;-73.6354276
-78.94711753;-163.3201291
-3.329356315;130.5853494
60.07544701;-166.188848
62.7683797;-81.94927384
69.04253563;-96.9255858
77.6126941;-94.18120808
-6.763819661;156.5117237
-10.12591036;120.0712519
-10.46319147;161.7289743
81.1809492;64.82803551
63.27036125;-170.2007543
80.65991548;60.29247806
12.37441559;121.279525
-5.675503252;134.6799801
-3.61840034;126.5732106
34.34658299;133.9386675
-4.978460596;122.7038436
19.05079242;-155.7984574
79.26143979;-103.6345068
64.19459696;-82.62761688
73.88945102;-95.01099216
-17.68534976;178.042025
78.59542321;103.1631536
76.8018531;-120.2117729
-52.04365399;-59.56575709
71.61499441;-72.99336276
64.83778991;-40.60614815
79.70802553;10.84432769
0.811226623;103.042413
67.53890219;-64.02909811
-8.613916787;115.2322139
72.78230365;128.8747686
-9.81342E-05;-0.001609458
